code,link,direction,id,locationType,"Latitude,Longitude",name,routeIds,bus names,wheelchairBoarding
'203200',https://bustime.mta.info/m/index?q=203200,W,MTA_203200,0,"40.608776, -74.154099",VICTORY BLVD/WILLOWBROOK PARK,"['MTA NYCT_S62', 'MTA NYCT_S92', 'MTA NYCT_SIM32', 'MTA NYCT_SIM33', 'MTA NYCT_SIM33C']","['S62', 'S92', 'SIM32', 'SIM33', 'SIM33C']",UNKNOWN
'203343',https://bustime.mta.info/m/index?q=203343,E,MTA_203343,0,"40.605338, -74.076078",NARROWS RD SOUTH/HYLAN BLVD,"['MTA NYCT_S93', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM15', 'MTA NYCT_SIM33C', 'MTA NYCT_SIM35']","['S93', 'SIM3C', 'SIM15', 'SIM33C', 'SIM35']",UNKNOWN
'203344',https://bustime.mta.info/m/index?q=203344,E,MTA_203344,0,"40.603427, -74.068996",NARROWS RD SOUTH/FINGERBOARD RD,"['MTA NYCT_S79+', 'MTA NYCT_S93', 'MTA NYCT_SIM1', 'MTA NYCT_SIM1C', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM7', 'MTA NYCT_SIM10', 'MTA NYCT_SIM11', 'MTA NYCT_SIM15', 'MTA NYCT_SIM33C', 'MTA NYCT_SIM35']","['S79+', 'S93', 'SIM1', 'SIM1C', 'SIM3C', 'SIM7', 'SIM10', 'SIM11', 'SIM15', 'SIM33C', 'SIM35']",UNKNOWN
'203345',https://bustime.mta.info/m/index?q=203345,NW,MTA_203345,0,"40.604596, -74.069364",NARROWS RD NORTH/FINGERBOARD RD,"['MTA NYCT_S79+', 'MTA NYCT_S93', 'MTA NYCT_SIM1', 'MTA NYCT_SIM1C', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM7', 'MTA NYCT_SIM10', 'MTA NYCT_SIM11', 'MTA NYCT_SIM15', 'MTA NYCT_SIM33C', 'MTA NYCT_SIM35']","['S79+', 'S93', 'SIM1', 'SIM1C', 'SIM3C', 'SIM7', 'SIM10', 'SIM11', 'SIM15', 'SIM33C', 'SIM35']",UNKNOWN
'203537',https://bustime.mta.info/m/index?q=203537,E,MTA_203537,0,"40.625972, -74.156804",FOREST AV/MAPLE PKWY,"['MTA NYCT_S48', 'MTA NYCT_S98', 'MTA NYCT_SIM30', 'MTA NYCT_SIM33', 'MTA NYCT_SIM33C', 'MTA NYCT_SIM34']","['S48', 'S98', 'SIM30', 'SIM33', 'SIM33C', 'SIM34']",UNKNOWN
'203559',https://bustime.mta.info/m/index?q=203559,W,MTA_203559,0,"40.60856, -74.132465",NORTH GANNON AV/BRADLEY AV,"['MTA NYCT_S57', 'MTA NYCT_S61', 'MTA NYCT_S91', 'MTA NYCT_SIM32', 'MTA NYCT_SIM33', 'MTA NYCT_SIM33C']","['S57', 'S61', 'S91', 'SIM32', 'SIM33', 'SIM33C']",UNKNOWN
'203608',https://bustime.mta.info/m/index?q=203608,E,MTA_203608,0,"40.607592, -74.147015",SOUTH GANNON AV/WILLOWBROOK RD,"['MTA NYCT_SIM32', 'MTA NYCT_SIM33', 'MTA NYCT_SIM33C']","['SIM32', 'SIM33', 'SIM33C']",UNKNOWN
'203609',https://bustime.mta.info/m/index?q=203609,E,MTA_203609,0,"40.60726, -74.140449",SOUTH GANNON AV/WOOLEY AV,"['MTA NYCT_SIM33', 'MTA NYCT_SIM33C']","['SIM33', 'SIM33C']",UNKNOWN
'203611',https://bustime.mta.info/m/index?q=203611,E,MTA_203611,0,"40.607694, -74.131704",SOUTH GANNON AV/BRADLEY AV,"['MTA NYCT_SIM31', 'MTA NYCT_SIM32', 'MTA NYCT_SIM33', 'MTA NYCT_SIM33C']","['SIM31', 'SIM32', 'SIM33', 'SIM33C']",UNKNOWN
'203612',https://bustime.mta.info/m/index?q=203612,E,MTA_203612,0,"40.608165, -74.126855",SOUTH GANNON AV/GANSEVOORT BLVD,"['MTA NYCT_SIM31', 'MTA NYCT_SIM32', 'MTA NYCT_SIM33', 'MTA NYCT_SIM33C']","['SIM31', 'SIM32', 'SIM33', 'SIM33C']",UNKNOWN
'203613',https://bustime.mta.info/m/index?q=203613,E,MTA_203613,0,"40.608816, -74.120622",SCHMIDTS LN/MANOR RD,"['MTA NYCT_SIM31', 'MTA NYCT_SIM32', 'MTA NYCT_SIM33', 'MTA NYCT_SIM33C']","['SIM31', 'SIM32', 'SIM33', 'SIM33C']",UNKNOWN
'203614',https://bustime.mta.info/m/index?q=203614,E,MTA_203614,0,"40.609304, -74.116692",SCHMIDTS LN/SLOSSON AV,"['MTA NYCT_SIM31', 'MTA NYCT_SIM32', 'MTA NYCT_SIM33', 'MTA NYCT_SIM33C']","['SIM31', 'SIM32', 'SIM33', 'SIM33C']",UNKNOWN
'203653',https://bustime.mta.info/m/index?q=203653,SW,MTA_203653,0,"40.618527, -74.155275",RICHMOND AV/JULES DR,"['MTA NYCT_SIM3', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM33', 'MTA NYCT_SIM33C', 'MTA NYCT_SIM34']","['SIM3', 'SIM3C', 'SIM33', 'SIM33C', 'SIM34']",UNKNOWN
'203693',https://bustime.mta.info/m/index?q=203693,S,MTA_203693,0,"40.624336, -74.149036",RICHMOND AV/MONSEY PL,"['MTA NYCT_S44', 'MTA NYCT_S59', 'MTA NYCT_S94', 'MTA NYCT_SIM3', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM33', 'MTA NYCT_SIM33C', 'MTA NYCT_SIM34']","['S44', 'S59', 'S94', 'SIM3', 'SIM3C', 'SIM33', 'SIM33C', 'SIM34']",UNKNOWN
'203694',https://bustime.mta.info/m/index?q=203694,W,MTA_203694,0,"40.606709, -74.075617",NARROWS RD NORTH/SAINT JOHNS AV,"['MTA NYCT_S79+', 'MTA NYCT_S93', 'MTA NYCT_SIM1', 'MTA NYCT_SIM1C', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM7', 'MTA NYCT_SIM10', 'MTA NYCT_SIM11', 'MTA NYCT_SIM15', 'MTA NYCT_SIM33C', 'MTA NYCT_SIM35']","['S79+', 'S93', 'SIM1', 'SIM1C', 'SIM3C', 'SIM7', 'SIM10', 'SIM11', 'SIM15', 'SIM33C', 'SIM35']",UNKNOWN
'203720',https://bustime.mta.info/m/index?q=203720,N,MTA_203720,0,"40.632063, -74.166268",SOUTH AV/BRABANT ST,"['MTA NYCT_S40', 'MTA NYCT_S90', 'MTA NYCT_SIM33', 'MTA NYCT_SIM33C', 'MTA NYCT_SIM34']","['S40', 'S90', 'SIM33', 'SIM33C', 'SIM34']",UNKNOWN
'203724',https://bustime.mta.info/m/index?q=203724,E,MTA_203724,0,"40.607755, -74.089028",NARROWS RD SOUTH/TARGEE ST,"['MTA NYCT_S93', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM15', 'MTA NYCT_SIM33C', 'MTA NYCT_SIM35']","['S93', 'SIM3C', 'SIM15', 'SIM33C', 'SIM35']",UNKNOWN
'203730',https://bustime.mta.info/m/index?q=203730,E,MTA_203730,0,"40.627114, -74.16596",FOREST AV/SOUTH AV,"['MTA NYCT_S48', 'MTA NYCT_S98', 'MTA NYCT_SIM33', 'MTA NYCT_SIM33C', 'MTA NYCT_SIM34']","['S48', 'S98', 'SIM33', 'SIM33C', 'SIM34']",UNKNOWN
'203733',https://bustime.mta.info/m/index?q=203733,W,MTA_203733,0,"40.608744, -74.088118",NARROWS RD NORTH/TARGEE ST,"['MTA NYCT_SIM3C', 'MTA NYCT_SIM15', 'MTA NYCT_SIM33C', 'MTA NYCT_SIM35']","['SIM3C', 'SIM15', 'SIM33C', 'SIM35']",UNKNOWN
'203765',https://bustime.mta.info/m/index?q=203765,W,MTA_203765,0,"40.611366, -74.117159",REON AV/HENNING ST,"['MTA NYCT_SIM31', 'MTA NYCT_SIM32', 'MTA NYCT_SIM33', 'MTA NYCT_SIM33C']","['SIM31', 'SIM32', 'SIM33', 'SIM33C']",UNKNOWN
'203766',https://bustime.mta.info/m/index?q=203766,W,MTA_203766,0,"40.610122, -74.121842",NORTH GANNON AV/MANOR RD,"['MTA NYCT_SIM31', 'MTA NYCT_SIM32', 'MTA NYCT_SIM33', 'MTA NYCT_SIM33C']","['SIM31', 'SIM32', 'SIM33', 'SIM33C']",UNKNOWN
'203767',https://bustime.mta.info/m/index?q=203767,W,MTA_203767,0,"40.608971, -74.127667",NORTH GANNON AV/GANSEVOORT BLVD,"['MTA NYCT_SIM31', 'MTA NYCT_SIM32', 'MTA NYCT_SIM33', 'MTA NYCT_SIM33C']","['SIM31', 'SIM32', 'SIM33', 'SIM33C']",UNKNOWN
'203770',https://bustime.mta.info/m/index?q=203770,W,MTA_203770,0,"40.608569, -74.147046",NORTH GANNON AV/WILLOWBROOK RD,"['MTA NYCT_SIM32', 'MTA NYCT_SIM33', 'MTA NYCT_SIM33C']","['SIM32', 'SIM33', 'SIM33C']",UNKNOWN
'203772',https://bustime.mta.info/m/index?q=203772,NE,MTA_203772,0,"40.612429, -74.159081",RICHMOND AV/YONA AV,"['MTA NYCT_S44', 'MTA NYCT_S59', 'MTA NYCT_S94', 'MTA NYCT_SIM4', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM8', 'MTA NYCT_SIM33', 'MTA NYCT_SIM33C']","['S44', 'S59', 'S94', 'SIM4', 'SIM4C', 'SIM8', 'SIM33', 'SIM33C']",UNKNOWN
'400070',https://bustime.mta.info/m/index?q=400070,NE,MTA_400070,0,"40.708007, -74.012714",TRINITY PL/RECTOR ST,"['MTABC_BM1', 'MTABC_BM2', 'MTABC_BM3', 'MTABC_BM4', 'MTA NYCT_M55', 'MTA NYCT_SIM1', 'MTA NYCT_SIM1C', 'MTA NYCT_SIM2', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM4', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM4X', 'MTA NYCT_SIM15', 'MTA NYCT_SIM32', 'MTA NYCT_SIM33C', 'MTA NYCT_SIM34']","['BM1', 'BM2', 'BM3', 'BM4', 'M55', 'SIM1', 'SIM1C', 'SIM2', 'SIM3C', 'SIM4', 'SIM4C', 'SIM4X', 'SIM15', 'SIM32', 'SIM33C', 'SIM34']",UNKNOWN
'400145',https://bustime.mta.info/m/index?q=400145,SW,MTA_400145,0,"40.739321, -73.987115",PARK AV SOUTH/E 22 ST,"['MTA NYCT_SIM1C', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM33C']","['SIM1C', 'SIM3C', 'SIM4C', 'SIM33C']",UNKNOWN
'400354',https://bustime.mta.info/m/index?q=400354,NE,MTA_400354,0,"40.748328, -73.982437",MADISON AV/E 34 ST,"['MTABC_BM1', 'MTABC_BM2', 'MTABC_BM3', 'MTABC_BM4', 'MTABC_BM5', 'MTA NYCT_M2', 'MTA NYCT_M3', 'MTA NYCT_M4', 'MTA NYCT_Q32', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM6', 'MTA NYCT_SIM11', 'MTA NYCT_SIM31', 'MTA NYCT_SIM33C']","['BM1', 'BM2', 'BM3', 'BM4', 'BM5', 'M2', 'M3', 'M4', 'Q32', 'SIM4C', 'SIM6', 'SIM11', 'SIM31', 'SIM33C']",UNKNOWN
'400723',https://bustime.mta.info/m/index?q=400723,NE,MTA_400723,0,"40.733006, -73.999838",AVENUE OF THE AMERICAS/WAVERLY PL,"['MTA NYCT_M55', 'MTA NYCT_SIM1C', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM7', 'MTA NYCT_SIM9', 'MTA NYCT_SIM33', 'MTA NYCT_SIM33C']","['M55', 'SIM1C', 'SIM3C', 'SIM4C', 'SIM7', 'SIM9', 'SIM33', 'SIM33C']",UNKNOWN
'400726',https://bustime.mta.info/m/index?q=400726,NE,MTA_400726,0,"40.738154, -73.996193",AVENUE OF THE AMERICAS/W 15 ST,"['MTA NYCT_M55', 'MTA NYCT_SIM1C', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM33C']","['M55', 'SIM1C', 'SIM3C', 'SIM4C', 'SIM33C']",UNKNOWN
'402130',https://bustime.mta.info/m/index?q=402130,SE,MTA_402130,0,"40.741142, -73.98879",E 23 ST/BROADWAY,"['MTA NYCT_M23+', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM10', 'MTA NYCT_SIM31', 'MTA NYCT_SIM33C', 'MTA NYCT_X27', 'MTA NYCT_X28', 'MTA NYCT_X37', 'MTA NYCT_X38', 'MTA NYCT_X63', 'MTA NYCT_X64', 'MTA NYCT_X68']","['M23+', 'SIM4C', 'SIM10', 'SIM31', 'SIM33C', 'X27', 'X28', 'X37', 'X38', 'X63', 'X64', 'X68']",UNKNOWN
'403311',https://bustime.mta.info/m/index?q=403311,SW,MTA_403311,0,"40.725107, -73.997106",BROADWAY/WEST HOUSTON ST,"['MTA NYCT_M1', 'MTA NYCT_M55', 'MTA NYCT_SIM1', 'MTA NYCT_SIM1C', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM33C', 'MTA NYCT_SIM34']","['M1', 'M55', 'SIM1', 'SIM1C', 'SIM3C', 'SIM4C', 'SIM33C', 'SIM34']",UNKNOWN
'403458',https://bustime.mta.info/m/index?q=403458,NE,MTA_403458,0,"40.752028, -73.979748",MADISON AV/E 41 ST,"['MTA NYCT_M1', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM31', 'MTA NYCT_SIM33C']","['M1', 'SIM4C', 'SIM31', 'SIM33C']",UNKNOWN
'403621',https://bustime.mta.info/m/index?q=403621,SE,MTA_403621,0,"40.764061, -73.976728",W 57 ST/AVENUE OF THE AMERICAS,"['MTA NYCT_M31', 'MTA NYCT_M57', 'MTA NYCT_SIM1C', 'MTA NYCT_SIM3', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM33C']","['M31', 'M57', 'SIM1C', 'SIM3', 'SIM3C', 'SIM4C', 'SIM33C']",UNKNOWN
'403971',https://bustime.mta.info/m/index?q=403971,SW,MTA_403971,0,"40.709424, -74.010341",BROADWAY/CORTLANDT ST,"['MTA NYCT_SIM1', 'MTA NYCT_SIM1C', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM33C']","['SIM1', 'SIM1C', 'SIM3C', 'SIM33C']",UNKNOWN
'404132',https://bustime.mta.info/m/index?q=404132,NE,MTA_404132,0,"40.727023, -74.003348",6 AV/PRINCE ST,"['MTA NYCT_M21', 'MTA NYCT_M55', 'MTA NYCT_SIM1C', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM7', 'MTA NYCT_SIM9', 'MTA NYCT_SIM33', 'MTA NYCT_SIM33C']","['M21', 'M55', 'SIM1C', 'SIM3C', 'SIM4C', 'SIM7', 'SIM9', 'SIM33', 'SIM33C']",UNKNOWN
'404184',https://bustime.mta.info/m/index?q=404184,SW,MTA_404184,0,"40.729526, -73.993348",BROADWAY/WAVERLY PL,"['MTA NYCT_SIM1C', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM33C', 'MTA NYCT_X27', 'MTA NYCT_X28']","['SIM1C', 'SIM3C', 'SIM4C', 'SIM33C', 'X27', 'X28']",UNKNOWN
'404189',https://bustime.mta.info/m/index?q=404189,SW,MTA_404189,0,"40.707117, -74.012303",BROADWAY/RECTOR ST,"['MTA NYCT_SIM1', 'MTA NYCT_SIM1C', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM33C']","['SIM1', 'SIM1C', 'SIM3C', 'SIM33C']",UNKNOWN
'404201',https://bustime.mta.info/m/index?q=404201,SW,MTA_404201,0,"40.71233, -74.007961",BROADWAY/BARCLAY ST,"['MTA NYCT_SIM15', 'MTA NYCT_SIM33C']","['SIM15', 'SIM33C']",UNKNOWN
'404206',https://bustime.mta.info/m/index?q=404206,SW,MTA_404206,0,"40.747278, -73.985524",5 AV/W 32 ST,"['MTA NYCT_SIM1C', 'MTA NYCT_SIM3', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM33C']","['SIM1C', 'SIM3', 'SIM3C', 'SIM4C', 'SIM33C']",UNKNOWN
'404228',https://bustime.mta.info/m/index?q=404228,SW,MTA_404228,0,"40.752548, -73.981679",5 AV/W 40 ST,"['MTA NYCT_SIM1C', 'MTA NYCT_SIM3', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM10', 'MTA NYCT_SIM31', 'MTA NYCT_SIM33C']","['SIM1C', 'SIM3', 'SIM3C', 'SIM10', 'SIM31', 'SIM33C']",UNKNOWN
'404300',https://bustime.mta.info/m/index?q=404300,NE,MTA_404300,0,"40.760615, -73.973461",MADISON AV/E 54 ST,"['MTA NYCT_SIM4C', 'MTA NYCT_SIM6', 'MTA NYCT_SIM8', 'MTA NYCT_SIM8X', 'MTA NYCT_SIM11', 'MTA NYCT_SIM22', 'MTA NYCT_SIM31', 'MTA NYCT_SIM33C', 'MTA NYCT_X63', 'MTA NYCT_X64', 'MTA NYCT_X68']","['SIM4C', 'SIM6', 'SIM8', 'SIM8X', 'SIM11', 'SIM22', 'SIM31', 'SIM33C', 'X63', 'X64', 'X68']",UNKNOWN
'404873',https://bustime.mta.info/m/index?q=404873,SW,MTA_404873,0,"40.757004, -73.978433",5 AV/W 48 ST,"['MTA NYCT_SIM1C', 'MTA NYCT_SIM3', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM8', 'MTA NYCT_SIM8X', 'MTA NYCT_SIM33C']","['SIM1C', 'SIM3', 'SIM3C', 'SIM4C', 'SIM8', 'SIM8X', 'SIM33C']",UNKNOWN
'404883',https://bustime.mta.info/m/index?q=404883,N,MTA_404883,0,"40.720728, -74.005199",AVENUE OF THE AMERICAS/WEST BROADWAY,"['MTA NYCT_SIM1', 'MTA NYCT_SIM1C', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM33C', 'MTA NYCT_SIM34']","['SIM1', 'SIM1C', 'SIM3C', 'SIM4C', 'SIM33C', 'SIM34']",UNKNOWN
'404887',https://bustime.mta.info/m/index?q=404887,N,MTA_404887,0,"40.70496, -74.01482",GREENWICH ST/BATTERY PL,"['MTA NYCT_SIM1', 'MTA NYCT_SIM1C', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM4', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM33C']","['SIM1', 'SIM1C', 'SIM3C', 'SIM4', 'SIM4C', 'SIM33C']",UNKNOWN
'404923',https://bustime.mta.info/m/index?q=404923,NW,MTA_404923,0,"40.766314, -73.977491",CENTRAL PARK SOUTH/6 AV,"['MTA NYCT_SIM1C', 'MTA NYCT_SIM3', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM10', 'MTA NYCT_SIM30', 'MTA NYCT_SIM33C']","['SIM1C', 'SIM3', 'SIM3C', 'SIM4C', 'SIM10', 'SIM30', 'SIM33C']",UNKNOWN
'404942',https://bustime.mta.info/m/index?q=404942,SE,MTA_404942,0,"40.741032, -73.988625",E 23 ST/BROADWAY,"['MTA NYCT_SIM1C', 'MTA NYCT_SIM3', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM33C']","['SIM1C', 'SIM3', 'SIM3C', 'SIM4C', 'SIM33C']",UNKNOWN
'404993',https://bustime.mta.info/m/index?q=404993,S,MTA_404993,0,"40.734565, -73.990896",BROADWAY/E 13 ST,"['MTA NYCT_SIM1C', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM33C']","['SIM1C', 'SIM3C', 'SIM4C', 'SIM33C']",UNKNOWN
'405024',https://bustime.mta.info/m/index?q=405024,NE,MTA_405024,0,"40.716678, -74.006421",CHURCH ST/WORTH ST,"['MTABC_BXM18', 'MTA NYCT_M55', 'MTA NYCT_SIM1', 'MTA NYCT_SIM1C', 'MTA NYCT_SIM2', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM4', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM4X', 'MTA NYCT_SIM32', 'MTA NYCT_SIM33C', 'MTA NYCT_SIM34']","['BXM18', 'M55', 'SIM1', 'SIM1C', 'SIM2', 'SIM3C', 'SIM4', 'SIM4C', 'SIM4X', 'SIM32', 'SIM33C', 'SIM34']",UNKNOWN
'405277',https://bustime.mta.info/m/index?q=405277,SW,MTA_405277,0,"40.721704, -74.000018",BROADWAY/BROOME ST,"['MTA NYCT_SIM1', 'MTA NYCT_SIM1C', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM33C', 'MTA NYCT_SIM34', 'MTA NYCT_X27', 'MTA NYCT_X28']","['SIM1', 'SIM1C', 'SIM3C', 'SIM4C', 'SIM33C', 'SIM34', 'X27', 'X28']",UNKNOWN
'450063',https://bustime.mta.info/m/index?q=450063,SW,MTA_450063,0,"40.761387, -73.975233",5 AV/E 55 ST,"['MTABC_BXM3', 'MTABC_BXM4', 'MTA NYCT_SIM1C', 'MTA NYCT_SIM3', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM8', 'MTA NYCT_SIM8X', 'MTA NYCT_SIM30', 'MTA NYCT_SIM33C']","['BXM3', 'BXM4', 'SIM1C', 'SIM3', 'SIM3C', 'SIM4C', 'SIM8', 'SIM8X', 'SIM30', 'SIM33C']",UNKNOWN
'450180',https://bustime.mta.info/m/index?q=450180,NE,MTA_450180,0,"40.756291, -73.976662",MADISON AV/E 47 ST,"['MTA NYCT_SIM4C', 'MTA NYCT_SIM33C']","['SIM4C', 'SIM33C']",UNKNOWN
'450402',https://bustime.mta.info/m/index?q=450402,NE,MTA_450402,0,"40.711727, -74.010261",CHURCH ST/FULTON ST,"['MTA NYCT_SIM1', 'MTA NYCT_SIM1C', 'MTA NYCT_SIM2', 'MTA NYCT_SIM3C', 'MTA NYCT_SIM4', 'MTA NYCT_SIM4C', 'MTA NYCT_SIM4X', 'MTA NYCT_SIM15', 'MTA NYCT_SIM32', 'MTA NYCT_SIM33C', 'MTA NYCT_SIM34', 'MTA NYCT_X27', 'MTA NYCT_X28']","['SIM1', 'SIM1C', 'SIM2', 'SIM3C', 'SIM4', 'SIM4C', 'SIM4X', 'SIM15', 'SIM32', 'SIM33C', 'SIM34', 'X27', 'X28']",UNKNOWN
'805187',https://bustime.mta.info/m/index?q=805187,SW,MTA_805187,0,"40.705189, -74.013878",BROADWAY/MORRIS ST,"['MTA NYCT_SIM3C', 'MTA NYCT_SIM33C']","['SIM3C', 'SIM33C']",UNKNOWN
'905216',https://bustime.mta.info/m/index?q=905216,SW,MTA_905216,0,"40.716, -74.004771",BROADWAY/THOMAS ST,['MTA NYCT_SIM33C'],['SIM33C'],UNKNOWN
'905221',https://bustime.mta.info/m/index?q=905221,W,MTA_905221,0,"40.608016, -74.143009",NORTH GANNON AV/WOODWARD AV,"['MTA NYCT_SIM32', 'MTA NYCT_SIM33', 'MTA NYCT_SIM33C']","['SIM32', 'SIM33', 'SIM33C']",UNKNOWN
'500027',https://bustime.mta.info/m/index?q=500027,SE,MTA_500027,0,"40.729077, -73.744034",SPRINGFIELD BLVD/89 AV,"['MTA NYCT_Q1', 'MTA NYCT_Q27', 'MTA NYCT_Q88']","['Q1', 'Q27', 'Q88']",UNKNOWN
'500028',https://bustime.mta.info/m/index?q=500028,SE,MTA_500028,0,"40.726543, -73.741343",SPRINGFIELD BLVD/90 AV,"['MTA NYCT_Q1', 'MTA NYCT_Q27', 'MTA NYCT_Q88']","['Q1', 'Q27', 'Q88']",UNKNOWN
'500029',https://bustime.mta.info/m/index?q=500029,SE,MTA_500029,0,"40.725407, -73.740139",SPRINGFIELD BLVD/91 AV,"['MTA NYCT_Q1', 'MTA NYCT_Q27', 'MTA NYCT_Q88']","['Q1', 'Q27', 'Q88']",UNKNOWN
'500030',https://bustime.mta.info/m/index?q=500030,SE,MTA_500030,0,"40.724292, -73.738949",SPRINGFIELD BLVD/92 AV,"['MTA NYCT_Q1', 'MTA NYCT_Q27', 'MTA NYCT_Q88']","['Q1', 'Q27', 'Q88']",UNKNOWN
'500031',https://bustime.mta.info/m/index?q=500031,SE,MTA_500031,0,"40.722125, -73.736869",SPRINGFIELD BLVD/93 AV,"['MTA NYCT_Q1', 'MTA NYCT_Q27', 'MTA NYCT_Q88']","['Q1', 'Q27', 'Q88']",UNKNOWN
'500032',https://bustime.mta.info/m/index?q=500032,SE,MTA_500032,0,"40.720907, -73.736289",SPRINGFIELD BLVD/94 AV,"['MTA NYCT_Q1', 'MTA NYCT_Q27', 'MTA NYCT_Q88']","['Q1', 'Q27', 'Q88']",UNKNOWN
'500033',https://bustime.mta.info/m/index?q=500033,S,MTA_500033,0,"40.719524, -73.735669",SPRINGFIELD BLVD/94 DR,"['MTA NYCT_Q1', 'MTA NYCT_Q27', 'MTA NYCT_Q88']","['Q1', 'Q27', 'Q88']",UNKNOWN
'500034',https://bustime.mta.info/m/index?q=500034,S,MTA_500034,0,"40.718645, -73.735376",SPRINGFIELD BLVD/JAMAICA AV,"['MTA NYCT_Q1', 'MTA NYCT_Q27', 'MTA NYCT_Q88']","['Q1', 'Q27', 'Q88']",UNKNOWN
'500048',https://bustime.mta.info/m/index?q=500048,N,MTA_500048,0,"40.718987, -73.735286",SPRINGFIELD BLVD/JAMAICA AV,"['MTA NYCT_Q1', 'MTA NYCT_Q27', 'MTA NYCT_Q88']","['Q1', 'Q27', 'Q88']",UNKNOWN
'500049',https://bustime.mta.info/m/index?q=500049,NW,MTA_500049,0,"40.720182, -73.735737",SPRINGFIELD BLVD/94 DR,"['MTA NYCT_Q1', 'MTA NYCT_Q27', 'MTA NYCT_Q88']","['Q1', 'Q27', 'Q88']",UNKNOWN
'500050',https://bustime.mta.info/m/index?q=500050,NW,MTA_500050,0,"40.721429, -73.736316",SPRINGFIELD BLVD/94 AV,"['MTA NYCT_Q1', 'MTA NYCT_Q27', 'MTA NYCT_Q88']","['Q1', 'Q27', 'Q88']",UNKNOWN
'500051',https://bustime.mta.info/m/index?q=500051,NW,MTA_500051,0,"40.72277, -73.737061",SPRINGFIELD BLVD/93 AV,"['MTA NYCT_Q1', 'MTA NYCT_Q27', 'MTA NYCT_Q88']","['Q1', 'Q27', 'Q88']",UNKNOWN
'500052',https://bustime.mta.info/m/index?q=500052,NW,MTA_500052,0,"40.724894, -73.739319",SPRINGFIELD BLVD/92 AV,"['MTA NYCT_Q1', 'MTA NYCT_Q27', 'MTA NYCT_Q88']","['Q1', 'Q27', 'Q88']",UNKNOWN
'500053',https://bustime.mta.info/m/index?q=500053,NW,MTA_500053,0,"40.725978, -73.740516",SPRINGFIELD BLVD/91 AV,"['MTA NYCT_Q1', 'MTA NYCT_Q27', 'MTA NYCT_Q88']","['Q1', 'Q27', 'Q88']",UNKNOWN
'500054',https://bustime.mta.info/m/index?q=500054,NW,MTA_500054,0,"40.727098, -73.74167",SPRINGFIELD BLVD/90 AV,"['MTA NYCT_Q1', 'MTA NYCT_Q27', 'MTA NYCT_Q88']","['Q1', 'Q27', 'Q88']",UNKNOWN
'500055',https://bustime.mta.info/m/index?q=500055,NW,MTA_500055,0,"40.729318, -73.744039",SPRINGFIELD BLVD/89 AV,"['MTA NYCT_Q1', 'MTA NYCT_Q27', 'MTA NYCT_Q88']","['Q1', 'Q27', 'Q88']",UNKNOWN
'500119',https://bustime.mta.info/m/index?q=500119,NE,MTA_500119,0,"40.713163, -73.735765",SPRINGFIELD BLVD/HEMPSTEAD AV,"['MTA NYCT_Q27', 'MTA NYCT_Q83']","['Q27', 'Q83']",UNKNOWN
